"arquivo";"line";"severity";"type";"status";"resolution";"message";"rule";"effort";"author";"creationDate";"updateDate"
"src/main/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/erro/FalhaConsultaProcessoParametrizado.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapper.java";"61";"MAJOR";"CODE_SMELL";"OPEN";;"Return an empty collection instead of null.";"java:S1168";"30min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/conformidade/dominio/erro/FalhaConsultaChecklist.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/adaptador/entrada/rest/v1/DocumentoDossieProdutoRestMapper.java";"141";"MAJOR";"CODE_SMELL";"OPEN";;"Return an empty collection instead of null.";"java:S1168";"30min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/adaptador/entrada/rest/v1/ValidacaoNegocialDossieProdutoRestMapper.java";"127";"MAJOR";"CODE_SMELL";"OPEN";;"Return an empty collection instead of null.";"java:S1168";"30min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/adaptador/entrada/rest/v1/ValidacaoNegocialDossieProdutoRestMapper.java";"170";"MAJOR";"CODE_SMELL";"OPEN";;"Return an empty collection instead of null.";"java:S1168";"30min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/adaptador/saida/simulador/dto/ValidacaoNegocialDossieProdutoSimuladorResponse.java";"3";"MINOR";"CODE_SMELL";"OPEN";;"Remove this empty class, write its code or make it an ""interface"".";"java:S2094";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/adaptador/saida/simulador/mapper/ValidacaoNegocialDossieProdutoSimuladorMapper.java";"9";"MAJOR";"CODE_SMELL";"OPEN";;"Remove this unused method parameter ""resposta"".";"java:S1172";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/dominio/erro/FalhaAtualizacaoFormularioDossieProduto.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/dominio/erro/FalhaCriacaoDossieProduto.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/dominio/erro/FalhaInclusaoDocumentoDossieProduto.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/dominio/erro/FalhaRegistroValidacaoNegocialDossieProduto.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/dossieproduto/dominio/erro/FalhaWorkflowDossieProduto.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/main/java/br/gov/caixa/simtr/hub/gestaodocumento/dominio/erro/FalhaObtencaoCredencialContainer.java";"23";"MAJOR";"CODE_SMELL";"OPEN";;"Constructor has 9 parameters, which is greater than 7 authorized.";"java:S107";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/com/azure/storage/falso/BlobClientViolacao.java";"3";"MINOR";"CODE_SMELL";"OPEN";;"Remove this empty class, write its code or make it an ""interface"".";"java:S2094";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/dossie/servico/DossieConsultaServicoTest.java";"182";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""EM_LEITURA_ESPELHO"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/dossie/servico/DossieConsultaServicoTest.java";"243";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""AGUARDANDO_UPLOAD_DOCUMENTOS"" 6 times.";"java:S1192";"14min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/dossie/servico/DossieConsultaServicoTest.java";"255";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""core-ia-valida/DOSSIE-1/arvore-documental/arvore-documental-DOSSIE-1.json"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"27";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""detalhe"" 10 times.";"java:S1192";"22min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"27";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""stacktrace"" 11 times.";"java:S1192";"24min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"39";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""conflito"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"67";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""invalido"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"95";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""falha"" 5 times.";"java:S1192";"12min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"156";"MAJOR";"CODE_SMELL";"OPEN";;"Define and throw a dedicated exception instead of using a generic one.";"java:S112";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/excecao/ExcecoesHighSerializacaoCaracterizacaoTest.java";"164";"MAJOR";"CODE_SMELL";"OPEN";;"Define and throw a dedicated exception instead of using a generic one.";"java:S112";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"43";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..dominio.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"46";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..recurso.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"47";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..integracao.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"55";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..adaptador.entrada.rest.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"67";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""arvoredocumento"" 8 times.";"java:S1192";"18min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"67";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""gestaodocumento"" 8 times.";"java:S1192";"18min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"67";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""conformidade"" 8 times.";"java:S1192";"18min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"67";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""dossieproduto"" 8 times.";"java:S1192";"18min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"102";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..aplicacao.porta.saida.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"122";"CRITICAL";"CODE_SMELL";"OPEN";;"Use already-defined constant 'PACOTE_DTO_ERRO_REST' instead of duplicating its value here.";"java:S1192";"4min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"127";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""..adaptador.saida.mtr.."" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/guardrails/ArchUnitProgressivoTest.java";"522";"MINOR";"CODE_SMELL";"OPEN";;"Remove this empty class, write its code or make it an ""interface"".";"java:S2094";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/observabilidade/ObservabilidadeLogsContratoTest.java";"154";"MAJOR";"CODE_SMELL";"OPEN";;"Rename this variable to not match a restricted identifier.";"java:S6213";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/observabilidade/ObservabilidadeSpansContratoTest.java";"157";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""dossie-produto-v1"" 4 times.";"java:S1192";"10min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/observabilidade/ObservabilidadeSpansContratoTest.java";"159";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""simtr_hub.simulador_dossie_produto_habilitado"" 5 times.";"java:S1192";"12min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arquitetura/observabilidade/RestClientObservabilityFilterTest.java";"179";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""texto"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoParametrizadoRestMapperTest.java";"88";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""simtr-parametrizacao"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoParametrizadoRestMapperTest.java";"89";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""processo-erro"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoParametrizadoRestMapperTest.java";"90";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""MTR-PROCESSO"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoParametrizadoRestMapperTest.java";"91";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""mensagem externa"" 4 times.";"java:S1192";"10min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoResourceQuarkusTest.java";"28";"MINOR";"CODE_SMELL";"OPEN";;"Refactor your code to get this URI from a customizable parameter.";"java:S1075";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/entrada/rest/v1/ProcessoResourceQuarkusTest.java";"41";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""application/json"" 4 times.";"java:S1192";"10min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/saida/mtr/adapter/ProcessoParametrizadoMtrAdapterTest.java";"40";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""Formalizacao"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/saida/mtr/client/ParametrizacaoProcessoClientTest.java";"151";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""simtr-parametrizacao"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/adaptador/saida/mtr/client/ParametrizacaoProcessoClientTest.java";"204";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""status "" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/caracterizacao/ConsultarProcessoParametrizadoLegadoContractTest.java";"38";"MINOR";"CODE_SMELL";"OPEN";;"Refactor your code to get this URI from a customizable parameter.";"java:S1075";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/caracterizacao/ProcessoParametrizadoNovoClientQuarkusTest.java";"137";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""simtr-parametrizacao"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/caracterizacao/ProcessoParametrizadoNovoClientQuarkusTest.java";"249";"MAJOR";"CODE_SMELL";"OPEN";;"Rename this variable to not match a restricted identifier.";"java:S6213";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/modelo/ProcessoParametrizadoModeloTest.java";"19";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""TIP-01"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/modelo/ProcessoParametrizadoModeloTest.java";"19";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""Contrato"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/modelo/ProcessoParametrizadoModeloTest.java";"44";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""Formalizacao"" 4 times.";"java:S1192";"10min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/modelo/ProcessoParametrizadoModeloTest.java";"97";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""Credito"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/dominio/modelo/ProcessoParametrizadoModeloTest.java";"97";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""2026-07-14T10:15:00"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/falso/DependenciaDossieProdutoViolacao.java";"8";"MINOR";"CODE_SMELL";"OPEN";;"Make this final field static too.";"java:S1170";"2min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/arvoredocumento/integracao/ProcessoParametrizadoSelecaoSimuladorQuarkusTest.java";"110";"MAJOR";"CODE_SMELL";"OPEN";;"Rename this variable to not match a restricted identifier.";"java:S6213";"5min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistResourceQuarkusTest.java";"29";"MINOR";"CODE_SMELL";"OPEN";;"Refactor your code to get this URI from a customizable parameter.";"java:S1075";"20min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistResourceQuarkusTest.java";"49";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""application/json"" 5 times.";"java:S1192";"12min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapperTest.java";"49";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""apontamentos"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapperTest.java";"73";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""simtr-parametrizacao"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapperTest.java";"74";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""checklist-erro"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapperTest.java";"75";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""MTR-CHECKLIST"" 3 times.";"java:S1192";"8min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
"src/test/java/br/gov/caixa/simtr/hub/conformidade/adaptador/entrada/rest/v1/ChecklistRestMapperTest.java";"76";"CRITICAL";"CODE_SMELL";"OPEN";;"Define a constant instead of duplicating this literal ""mensagem externa"" 4 times.";"java:S1192";"10min";"";"2026-07-17T12:00:05-0300";"2026-07-17T12:00:05-0300"
